Gene1	Gene2
Q96L21	P35268
Q14204	Q9UHR5
Q08211	Q12857
O95232	Q9UI30
P38159	P62899
O95104	Q96I99
Q9Y5J7	P47985
Q12905	Q9UMR5
Q7KZN9	Q9UHA4
Q7KZN9	O60783
Q9Y265	Q9BVK6
Q14157	P67809
P07900	P62244
P42765	Q96KR1
Q9NU22	Q9NXF1
P60866	Q7KZF4
Q9NPJ6	Q9BYG3
P08621	Q99757
Q8IUD2	P57081
Q9BWU1	P49711
Q9BWU1	Q9HCN4
P42166	P49959
Q14657	P04731
Q14657	Q9NZT2
Q16719	Q5MIZ7
Q9UL46	P06454
Q14657	P61020
Q9NUL7	Q15907
Q58FG0	P46777
P30048	O00584
Q14657	Q9BWH6
Q9UMX5	P08865
Q9NUL7	Q9BQC6
O95486	A0MZ66
O14828	Q9GZT3
Q9UL46	P41250
P17987	Q92526
Q96EL3	Q9ULW0
Q15459	Q9UJT2
Q53H82	O43396
Q96EL3	O95155
Q14657	Q70CQ2
P07910	Q9BVJ6
P05388	Q6EMK4
P04004	Q9BV38
Q8TF74	O76080
P54105	Q92597
Q13895	P49674
Q14318	P31930
Q00839	Q9NZJ7
O00422	P26368
Q9Y5X2	Q9H0E2
Q9BYG3	P23396
Q9UHA4	P62081
Q86TX2	Q6NVY1
P23246	P84103
P30044	O95486
P51149	P62491
Q8NI27	P08670
Q12857	Q9BYV6
Q15427	P42765
P07910	Q07666
P68104	Q8N163
P04843	P45880
P04080	P31153
O00625	Q92783
Q9UKY7	O14908
Q7Z478	Q9BWT3
P31040	Q9BYD6
O43169	Q9Y6G3
O60828	Q96EL3
Q9UMX5	Q7KZF4
P46778	Q99867
Q6FI81	Q9Y5S9
P61978	Q13148
P62899	Q71UM5
P23921	Q9P2R7
O14548	P26368
Q92783	Q9NRR5
P50552	P21283
P19525	Q16864
P63279	P40818
Q96FQ6	Q96I99
P04908	Q9Y265
P63244	P84098
P35998	P67809
P31327	P07954
P68400	Q8N7H5
P55809	Q9NVA2
Q06830	P45974
Q9HCE1	P82664
P31153	P23396
P49459	Q9UHD9
P52597	Q8IXI1
P55084	P08238
Q16531	Q14980
P55769	Q9Y5B9
O00273	Q99719
Q13283	P67936
P61758	P07814
O60506	P19404
O60341	P33176
Q9Y6H1	Q14126
P20585	Q8WV07
P56537	P32969
Q12905	Q9NRX2
Q9BVP2	Q8IY81
Q9NR30	P28370
P04818	O95218
P53634	P60033
Q6NZI2	Q9UKN8
Q92499	Q9UHR5
Q29980	Q6NZY4
Q13200	P67936
Q8IVS2	P18031
P17812	Q9NW13
P10809	Q14108
O75531	O95232
P06702	P84103
P09622	O43674
Q9UBS0	Q96SI9
P55769	Q8N3U4
Q9UHA4	Q9UHX1
P40222	Q9Y4P8
Q9H6Z4	O14965
O43143	P41214
P28066	Q9BYN0
P27708	O14980
P11586	P62910
P56385	P62249
Q9BQG0	Q13151
Q5VSL9	Q8NBJ5
Q08211	P56537
Q00839	Q9Y6C9
Q8IY37	Q9H0A0
Q9NR30	Q9Y5H9
Q9H845	Q9BYD6
Q9Y4L1	O15160
P48382	P39019
P43243	Q2TAY7
P13797	P00441
P22102	P49903
O95155	Q96S82
Q8IY81	Q9BVJ6
Q8TBC4	Q9GZS3
Q92542	Q86VM9
P55769	P25490
P30050	P52815
P58107	Q13242
Q16630	Q99567
P05141	Q9UBQ7
Q15365	Q13148
Q16531	Q9NRL3
Q9UKV3	Q92817
P62854	P53007
P36578	Q7KZF4
P58107	Q15424
P31943	Q9BWF3
P31943	O00264
P54727	Q9Y6A5
O75531	P42167
Q12906	Q9BYC8
P23526	P18827
P68104	Q15019
P57740	Q12888
O95486	P42226
P31939	P04818
Q15717	P45880
Q9NUL7	Q9Y5K8
Q92887	Q9NS69
P24534	P09012
Q9NVM9	Q9BXJ9
P60981	Q96FW1
Q9UMX5	Q9UMR5
O43678	P48382
Q5VT66	Q9NYK5
Q969G5	Q13405
Q969G5	O95758
Q15811	Q15477
Q9UMX5	P51571
Q9Y3A4	P12270
Q15293	P61960
P23246	Q9BVJ6
Q5VT66	P15313
O95182	O75152
O95292	Q07157
P31943	Q9BVL2
O43181	P10515
P07910	O95292
P62314	P11387
Q9NUL7	P38606
Q9BZZ5	Q99848
Q92817	P61353
O43678	Q9Y3A5
Q9BWM7	P27105
Q9UHA4	O94826
P12236	P63027
Q15233	Q99575
Q16643	P21333
P36543	Q9NQW7
P98179	P52815
Q93008	Q15942
Q14247	Q03405
P07741	P00492
P13639	Q9Y285
P10599	Q9NRR5
P13639	Q8NHW5
Q8IXM3	Q13151
P11498	P61247
Q5JRX3	P52815
Q12905	P39656
Q9H2H8	P54727
P08174	Q16706
Q12906	O75127
Q04941	Q96EY7
Q12906	Q9BVG9
Q9NR30	Q9Y5B9
P41252	P22314
A9UHW6	Q6PFW1
Q9C0C9	Q9H7D7
P49459	P55060
P60903	Q96KR1
Q8NBS9	Q9Y5V0
P08574	Q9Y512
Q9NSD9	P41252
O75027	P03915
O60828	P62857
P15328	P00390
O95292	P18206
Q8IWZ8	O60493
P29558	Q8IWZ8
Q7L2E3	P04899
P61758	P41250
P18583	Q9UQ35
P78417	P30711
P00519	Q9NQP4
Q9UMX0	P15374
P60842	Q8NHW5
Q00839	P33992
O60493	Q04837
O75533	Q14157
O43143	Q8N4V1
Q14318	P22695
Q9UBX3	Q6PKG0
O14772	Q9BYT8
Q14657	Q04941
Q14657	Q9H3S7
A1L0T0	P61106
Q9HC36	Q9NP92
P49406	Q9BQC6
Q14657	P62306
Q01844	Q9H9B4
Q14657	Q9BRT9
Q5TFE4	P19623
Q14657	O60232
Q16719	Q9NP77
Q08211	Q8IUX1
P27708	Q13885
Q96L21	Q99867
Q99714	O95455
P22234	Q99614
Q8NI27	Q99614
O75688	Q96S82
Q96KB5	P45974
P22234	Q9C0B0
Q13435	Q8N5G0
Q9UBX3	Q5BKZ1
Q05519	Q92610
Q13769	O75312
Q15427	P52758
P49821	Q9Y5J7
P07814	O43776
P60981	Q9UKG9
P49792	Q15050
Q13045	P47813
Q9H9B4	O94826
Q00577	Q14966
Q12905	Q99547
O75533	P40227
Q09666	Q14103
O43633	P49792
O94906	Q96PK6
O43390	Q92878
O95155	Q96QK1
Q13523	P62280
P32119	Q8TBC4
Q92616	P51991
Q06323	P55809
Q13561	Q96S59
P62306	O75347
Q00610	P08865
Q9ULV4	Q8TCJ2
O43390	P49821
P19022	P62854
P62318	P51571
P49821	P00491
Q01105	O00193
Q969X5	Q9P0U1
Q9UKF6	Q9C0J8
Q4U2R6	P62269
Q5SSJ5	P12035
O43390	O75431
Q5SSJ5	O76021
Q5SSJ5	Q9Y3A4
Q9UMX5	P15880
Q99436	O00193
Q13885	P07437
Q5SSJ5	Q9BVJ6
Q9UQ35	Q9BVJ6
O75717	Q14202
P06702	Q5BKZ1
Q04323	O75312
O94888	Q15942
Q16629	O15260
O43852	Q14197
O60506	Q8ND56
Q9UHA4	Q9NZJ7
Q9UHA4	O43674
Q99471	P14868
P03915	P10515
O14810	P21333
O14810	Q92945
O14810	P62937
O14810	P53992
O14810	Q92783
Q00839	Q01650
Q9Y3B4	Q9BYV6
Q93008	Q16864
P51668	O95155
Q15124	P18206
Q92621	O75528
P21912	Q1KMD3
Q12906	O14494
Q99613	P82673
P39210	Q9BYD1
P18124	Q15050
O00422	Q9BXP5
Q13526	P49459
Q6FI81	Q9NPA8
P51668	P57081
P49411	Q99623
Q15436	P23497
P25325	Q9Y5J7
Q13492	O94855
O95155	Q9UMX0
P51398	Q9UJZ1
P11586	P10253
Q9H9B4	P43307
P83369	O75529
P33527	Q9Y277
P55209	Q9NQ39
Q9P015	Q9BQC6
Q8N5N7	Q9BQC6
Q15811	Q86TU7
Q9UNZ2	P78371
Q06830	O75663
P32119	O75663
P41252	Q9NXH9
P38919	Q9BV38
P15374	P55060
P15151	Q7Z2W4
P78318	P05386
P55809	P47985
O75131	P50552
Q92804	Q8IYW5
P78318	Q9UGP4
P78318	O95486
P19338	Q8TCS8
Q99459	Q16181
Q16763	Q14694
P23246	O43290
Q93009	Q13426
Q9Y2L1	A1X283
P49720	P09661
P09622	Q9BYD1
Q9UHA4	Q9Y6M9
O75955	O75380
Q9UK32	O60828
Q15291	Q9BXP5
Q96L21	P05388
P20618	P49459
P50750	Q9NS86
P25786	Q9Y2Z0
P61106	P47985
P22061	P21281
P35658	Q8TCS8
Q92783	Q93045
P54105	P14174
Q9P013	Q9BWJ5
Q92841	P63241
Q9UHA4	Q9Y3E5
O94905	P61019
O75844	P51148
Q969G5	P61247
O60232	P31948
O60232	P16949
O60232	Q9Y2Z0
Q9Y5M8	Q01995
O60232	O75347
P50225	Q6YHU6
O95758	Q99757
P50225	Q6ZVM7
Q15645	P22314
O60232	Q70CQ2
Q13243	Q6EMK4
Q9NP77	O14980
O14530	Q6NZY4
Q00325	Q9BYD1
P15313	O96006
P20645	O95168
O95757	Q5SRE5
Q16763	Q6PJT7
P10809	Q9UHR5
P78318	O95373
P78318	P54727
P78318	O75368
O60828	Q9Y5M8
P78318	O95155
P30101	P23284
O14818	P09661
P21912	Q9Y2Q5
P33897	Q9UI09
P28288	P49821
Q9UHA4	O96008
P29558	P63173
Q92887	P15313
O75475	P18583
P06748	O15260
O60506	P62136
Q9Y5S9	Q01082
P11532	P46934
P11021	P46940
P09622	Q9Y3B7
P29558	O60493
Q9NZ45	Q02878
Q12906	P43307
P39748	P62834
O00425	Q15012
O15379	Q02880
Q13435	P07951
P12277	P47712
P54105	P53992
P36543	Q96KR1
O43143	P52597
P29558	P82979
Q15717	Q16795
P12235	P08865
P28370	P0C1Z6
P35580	O00159
P22087	P56537
Q02388	Q8N9N7
Q9Y5Y2	P40855
Q9Y5Y2	P61758
Q9Y5Y2	O15212
Q9Y5Y2	Q7Z6E9
Q9Y5Y2	P61586
Q8N4Q1	Q15526
Q8IX01	Q8IUX1
Q9Y5Y2	Q6YHU6
Q8N4Q1	P62072
Q6PI78	O14907
Q9Y5Y2	O94888
P84103	Q6EMK4
Q6VN20	Q9H7D7
Q9Y3B4	Q5BKZ1
Q14197	Q16540
Q08211	P49768
O95486	O00762
O75396	P63027
P11586	Q16643
Q9UMX0	Q93008
Q9Y3B4	P62826
P49459	O96006
Q5JRX3	O95292
P19388	Q9BUI4
Q9P2E9	Q9Y5M8
P83731	Q9Y5L4
Q9UHD8	Q96I99
P19404	Q96I99
Q93050	Q8TAD4
Q96L21	P62888
Q15233	Q9Y6N5
Q14137	P55769
O43390	P62072
Q9NXW2	P11142
Q6P2Q9	P46060
P62136	P18583
Q9BSL1	Q9BRG1
P50225	Q92783
Q99459	P18583
O60506	Q70UQ0
Q9Y5K6	P01111
Q13228	Q03405
O95104	Q03405
P05141	P61586
P33240	P23588
O95486	Q93045
P62987	Q93008
Q9NX14	Q9BU61
Q9BU61	O43181
Q9NX55	Q9BXJ9
P01889	Q16795
Q9Y5Y2	Q9H074
Q9Y5Y2	A2A3N6
Q9Y5Y2	P67775
Q9Y5Y2	P06454
Q9NQ39	P62854
Q9Y5Y2	Q01130
P48382	Q9Y5M8
Q9Y5Y2	P42226
Q9Y5Y2	Q9UNE7
Q9Y5Y2	Q13148
Q9NU22	Q13509
Q16762	P61081
Q8N5M4	O95155
Q14258	Q9BZV1
P62266	Q6EMK4
Q15785	O76080
P46937	O75312
Q12857	P04004
Q96RN5	Q14157
P25787	P09661
Q9UKV3	P06702
P46939	Q8WU90
Q04323	P38606
P50454	Q9BQ15
O43396	Q9Y5T5
P46020	O43765
Q92783	Q9UNE7
Q9NPD8	O60504
P21912	O96008
P25705	P40926
P39210	Q9UI09
P07910	P02533
P19022	P50914
P19022	P62249
Q9Y3D6	O96008
Q9NQ50	Q2NL82
Q96HC4	Q96ST3
Q9UHA4	Q8N983
P39019	P09110
Q12906	Q15427
P36915	P46777
P54105	P67775
Q08209	P08134
P54105	P06703
Q14103	Q96TC7
Q12906	Q8NFH5
P78318	P49023
Q14562	Q9H9Y6
O43143	O00567
P07910	P82933
Q09028	P55072
P60842	Q9BTV4
Q92520	Q9NS69
Q92520	Q8IXM3
Q00839	Q14498
P14866	Q8TAT6
P30048	Q9NRR5
P84103	Q03518
P49459	P15374
Q16531	P07951
Q5VSL9	Q8IYT4
Q9H0U4	Q15907
Q9BTK6	P10155
O15355	P25815
Q99460	P68363
P33527	Q9Y320
Q9UHD8	Q5JTV8
Q9P0W2	Q9Y4E8
Q96S82	Q70CQ2
O00762	O94888
P62987	Q96K21
Q16763	Q86UK7
Q96RD0	P17028
Q96S82	O75312
O00762	O95155
P19022	Q86UP2
Q7KZF4	P45880
Q9ULV4	P04899
Q15436	Q15819
O00217	P05388
O43390	Q9NS69
O75533	P04004
P62191	Q9Y3D3
P28288	P39210
P78318	Q8WVJ2
P19022	P10253
Q9NVA2	Q16762
P16144	P14923
Q66GS9	Q9Y6E0
Q9UBS4	P23921
Q8N8D1	O75643
O00232	Q9NYU2
Q13123	Q02880
Q13123	Q9Y2W1
P32119	Q9P0T7
P62736	P62854
P08865	P40227
Q6FI81	Q9UJY1
Q6FI81	Q9Y6K9
Q9UHA4	O14949
Q14152	Q15800
Q04837	Q9H4B7
Q7L2E3	P03915
P68104	Q9BYG3
Q92616	O75340
Q9NX08	Q9Y6G5
P21333	Q6P2S7
Q96CS3	P17693
O75955	A1L0T0
Q8IX18	Q8NBL1
Q9Y4J8	Q12965
Q9Y5Y2	Q9Y266
Q9H1E3	Q13416
Q9Y5Y2	O60925
Q9Y5Y2	Q96C90
Q9Y5Y2	Q9NY27
Q9Y5Y2	Q15008
Q9Y4J8	P49768
Q7L1Q6	Q32P51
Q9Y5Y2	P54727
O75475	Q8IY81
P50991	Q92526
Q9UMX5	Q8NBS9
O94782	Q9H3U1
Q96T51	O75436
Q9Y5Y2	P46937
Q9NWH9	Q7Z2W4
Q00839	O00264
P16615	Q14573
O95486	P63146
P17544	P16220
Q14197	P09001
P20671	Q8NHW5
P11142	P31948
P14927	P50914
Q70UQ0	P03886
P07900	P62910
P56192	P49368
P55055	Q93009
Q9NZI7	P57081
P13010	Q01664
Q9BYN8	P08621
Q92887	P36543
P51151	O95486
P50454	Q9ULW0
P07900	P46777
Q01130	P63146
Q99798	Q96ST3
Q9NW13	Q9H1D9
Q00839	P35249
P11021	P67809
P21399	Q99622
Q9NZ32	Q9UJW0
O60231	Q99707
Q12906	Q56VL3
P34931	Q9P035
Q92887	Q96A35
Q9Y3E5	P62841
Q15293	Q15436
P33527	Q9UM00
Q9UBQ0	Q86U90
Q7Z6Z7	Q96PK2
P49821	P25325
Q9NX18	P47985
O95292	Q9Y277
O14617	P21127
P62191	Q15459
Q7Z6Z7	O75643
Q9Y512	Q15526
P78318	Q8WXI7
P13489	Q9UHD9
P57740	Q8TCS8
Q08J23	Q99471
O15160	Q9BUI4
Q9BQG0	P33992
Q96JB2	P53992
P43246	Q02880
P11021	P62491
P33240	P49790
O60341	Q15386
P36578	Q15185
P52272	Q13595
Q8NE86	P33527
P08243	P41252
P21796	P45880
Q15084	O43396
P61960	Q93008
P11021	Q9BUJ2
O00567	Q92878
Q15459	Q9Y2W1
P15374	P98170
Q14197	Q9Y6G3
A4D2B8	A4D2B8
Q92499	P05198
P39210	Q9Y5K8
O75947	Q9UJZ1
Q6PGN9	P06702
P04818	P49459
Q8NE86	Q96QD8
Q12905	Q14739
O75844	Q10471
Q00535	P32455
Q15742	P61758
Q92887	Q15907
Q9Y4Y9	Q96E14
P45877	Q7Z7H5
P49821	Q5JTV8
P82675	P0C7P4
P22314	Q9Y6N9
Q96A26	P45880
P51965	Q17R98
P10644	Q15424
Q9BRA2	Q8TBC4
P22061	Q99436
Q14498	Q15019
P12268	P61313
P11413	P12081
P06733	P60174
O75436	O75351
Q15599	Q9NVA2
P68400	P55209
P09622	P38117
O43290	P62072
P33176	Q96RQ3
O43819	P36543
O94906	Q9Y5B9
O14810	Q9UJY4
O14810	Q9Y6A5
O14810	Q9C005
Q7KZN9	P08574
P26599	P62081
Q96FQ6	P53597
P23588	P57740
Q13561	Q9NRL3
O75396	O43290
Q6NZI2	P49755
P11021	P52597
P17844	P33993
P68104	P54652
Q96PK6	P49756
Q8IXI1	Q13243
Q14318	Q9P015
Q9NYU2	O43264
Q15029	Q93008
P01111	Q5TBB1
O60563	P68371
Q15393	P04004
P07942	P15559
Q14562	Q7RTV0
P06744	P60174
Q13488	Q8TAD4
Q9NPJ3	P43897
Q9NPJ3	Q9H0B6
Q9NPJ3	Q8N183
P25705	Q8NC51
Q9NPJ3	O75521
Q9NPJ3	Q13636
P08174	Q13636
Q9H1E3	Q9BTD8
P22061	P54725
P23284	Q96EL3
P49006	Q9HC36
P10619	P61956
Q8IZX4	Q9HBM6
Q99614	P63146
Q9Y4E8	Q9UBW7
Q07955	Q5BKZ1
Q8NBS9	Q9UHR6
Q13421	Q9Y6M9
Q16643	Q8WUM0
P61978	P51553
Q15019	P18583
P35998	O75643
Q9UHA4	Q9BVL2
P80723	Q15029
Q9NUL7	Q14197
Q9UK32	Q9BSL1
O15379	Q96GM5
Q15637	P68036
Q12906	Q12965
Q8N4V1	P10515
P84103	Q93050
O60678	P55072
P12956	Q13017
Q6N069	Q01970
Q9BR76	Q15424
P00403	Q15070
Q00796	P48507
P13010	Q8N7H5
O15116	P62318
P31040	P82933
P07237	P50991
P08174	Q96EY7
Q12906	Q9BYC9
Q12905	Q96A35
Q13421	Q9HC36
Q96EL3	O43819
Q9UBT2	A0MZ66
O43865	P35270
Q9UBT2	Q93045
Q9UBT2	Q9Y6A5
O43865	P10599
O43414	P33981
Q96EL3	P68036
P62253	P40818
P55809	P0C7P4
O43865	Q93008
O43865	P21281
O43865	O75351
P31040	Q9UPT8
O75380	Q13423
Q8TAQ2	O43290
Q9BUR4	Q01831
P07900	P62249
Q9NY27	P62995
Q9BU02	Q93009
P08174	P11166
P61758	P41252
P30101	P41250
P28288	Q03518
P14866	Q93052
Q6FI81	P61020
Q14318	P43307
P22087	Q15050
Q9H0U4	P61006
P39210	O95299
Q04837	P51649
Q04837	P24752
Q9UHX1	Q02878
P05141	P08865
O75396	Q04323
Q06323	Q6PGN9
P61604	P38646
Q00839	P15313
Q6FI81	Q9H773
O14810	Q04760
O14810	Q9UGV2
O14810	Q99471
O14810	P06702
O14810	O43765
O14810	Q15819
O14810	P63146
Q03135	Q6NZI2
Q9NRG0	Q01831
Q9BTT0	P15880
Q9HCE1	P27635
Q13561	Q9NP97
Q14197	Q86TS9
P22626	P12270
Q86XP3	Q9Y3U8
Q9H2T7	Q9H270
P11021	P51991
Q14566	O75533
Q13526	P67775
Q02218	Q8WVM8
P11021	P62917
Q96EY1	P62269
Q8WUX2	Q12882
Q7Z478	Q08050
Q9UHA4	Q13636
Q15056	Q15434
Q96A26	Q9NWU5
Q5T653	P62269
P54105	Q9UBT2
O75494	Q53GS9
Q92783	Q8TEA7
P49441	Q9UKI8
P78406	Q7Z2W4
P63244	P62424
P51668	Q9UMX0
Q02790	Q9UL12
P08238	P31948
P14866	P39210
Q15233	P07951
P11021	P50454
Q7KZN9	Q9P015
O43719	P23246
P50570	P29558
P00441	P04179
Q9NX14	Q9H3N1
Q9BUR4	Q7Z5K2
P27816	P60866
P52272	P63220
Q8IXM3	Q2NL82
P20674	P51398
Q96PK6	Q13641
O75475	P62995
Q9HCE1	Q9UDW1
Q9ULW0	Q16763
P21333	P49792
P51149	P61006
O14745	P47985
P78527	O75494
Q9P0L0	P21796
P52597	Q13724
P54105	Q15084
O75955	Q9UBV2
P11021	Q96DA6
Q9H2T7	Q96QU8
P22087	Q99575
Q4G0N4	Q9UBS4
Q9UKY7	P43897
Q9UKY7	P51553
Q9UKY7	Q8N183
Q9UKY7	O43678
Q9UKY7	O95182
Q6UN15	P49790
Q12906	P13667
Q9UKY7	Q13636
Q7L2E3	Q13636
Q15843	P01112
P46778	Q9NQ39
Q9UKY7	Q8IWZ8
P35270	Q9Y5M8
Q9UKY7	O15400
Q4G0N4	Q9P2R7
P36578	Q9BQE3
Q9UKY7	Q9Y4P3
P22307	Q9Y4P3
Q9NQR4	P49755
P10809	Q5T4S7
O60763	P18206
O75351	Q96K21
P61758	P14868
O76075	P29966
Q00839	Q15012
Q00839	P04004
Q04941	Q02127
P68104	P78347
P60900	P09661
P49411	Q9BWM7
Q9BWM7	Q9NS69
P42892	Q9Y2Q5
Q9UPT5	P33176
Q13123	P11387
Q9P287	Q9BVP2
P60900	P67936
Q16831	Q5MNZ6
O60506	Q14197
P06733	P62937
P10599	Q13404
P62736	Q16658
P46019	Q15386
O60506	P35232
P49792	Q13123
O43809	Q15056
P35268	Q9Y3F4
P62136	P62847
P10809	P24534
P02545	P54278
P31939	P55809
Q6KC79	P50897
Q01844	P08648
O60506	P19105
Q9UBK7	Q8IY18
Q13228	P61956
Q8IZX4	O00268
P52888	Q9Y5J7
P14868	Q9NXH9
Q9C0B0	Q16864
Q8NI27	Q5VIR6
Q9H974	Q9BTA9
Q9H9B4	Q03518
P31942	Q12874
O75396	P25325
P27708	Q9Y230
O75643	Q96DT7
Q16629	P10646
Q9Y4Y9	P11277
O00422	Q9UNL2
O14810	O00233
O14810	P09012
O95155	O75351
P34931	P43121
Q96PK6	O60264
O60506	Q9UJZ1
O43390	P79522
P20618	O95155
P38606	P18206
Q16540	P60866
O14810	Q13200
Q13200	Q9BYN0
Q96DZ1	Q13488
O14810	Q9Y244
Q99436	P06702
P52815	Q9P2R7
O14810	P37802
Q9UHA4	P62745
O14810	Q9Y508
Q99426	Q8NBS9
Q9H9B4	Q9H061
Q13243	Q13595
P29558	P63279
P29558	P09234
Q92887	Q9BYN8
Q9H4G0	Q9Y3C1
Q9NP97	O60568
O60506	Q96EY7
P08174	Q9BYD3
P35659	P06702
Q9Y597	P61764
Q969U7	P52888
O75380	Q6PI78
Q8TAE8	Q2NL82
Q8TAE6	Q96S82
O94888	P15374
Q9Y3C8	Q93008
Q9C0B0	Q93008
O94888	O75436
O75369	Q9UPT8
Q9Y3C8	Q96K21
O94888	O75312
O94888	O95218
Q9NVA2	Q13428
Q12905	Q7KZF4
P08758	Q9UMR5
P43243	Q9NP81
O15116	O15357
Q9P2I0	Q15311
O95155	Q93008
P09525	Q9UBS4
Q9NYV4	Q9H8X2
P54105	P61758
P17812	O15160
P62306	P25815
P27824	P04844
Q00325	P19404
Q14315	Q9UHR5
P13645	P35908
Q9BVI4	O00541
P46108	Q96AE4
P09661	Q9Y2W1
P51151	Q15645
P55209	O00541
Q9BWF3	P18887
Q9H9H4	Q9UIA9
Q86TB9	Q15459
P84103	P36543
O75475	O00422
Q96K17	Q9H009
P25786	P06454
P50897	Q5UIP0
P46087	P15880
O60828	Q9GZT3
Q9UEE9	Q6ZRS2
P78371	Q92526
Q13242	Q8N5G0
Q15019	Q86VM9
O43390	Q8TAT6
Q13561	O15514
Q9NRR5	O75436
P78527	P61011
P43243	Q15050
Q9NUT2	O95267
O75533	P09493
Q16181	Q01081
Q96PK6	P62316
O75396	P50454
P08195	O75489
P62736	P62701
Q99536	Q9GZL7
O43143	Q9Y3U8
Q96FV9	Q6NZY4
P07355	P63244
Q9H0H0	P21281
Q92499	Q96RQ3
O43819	Q9UHD8
P04040	P51608
P60842	Q92887
P19022	P67936
P14625	Q14697
P60842	Q9Y277
Q99848	Q15050
P06702	Q05519
Q13242	Q9BRT9
P12236	P62424
O43181	P15880
P68104	P62314
P53992	Q93008
P62258	P62736
O14979	Q96TC7
Q96QV6	P62805
P78318	Q16626
Q8IX18	P13995
P78318	Q6IN85
Q06830	A6NEC2
P06454	P20962
P52272	Q13636
Q9UMX5	P50914
Q9UMX5	P39023
O95182	Q6P1L8
Q9P2N5	Q96EL3
P78318	Q8ND24
P61019	Q13151
P78318	Q9BWH6
O43678	Q96E11
Q9UBK7	Q13813
Q9UMX5	Q01082
P41229	O15020
P54920	Q9BV44
Q96CS3	O60830
P78318	Q04726
Q96D46	P22314
P04818	Q9C0B0
Q14166	Q93008
Q96EL3	Q9Y277
Q9C0E2	Q9UKY1
Q9NUQ3	Q96JM3
O43390	Q13813
O14810	Q15654
P21912	O95299
Q9NUL7	Q9Y6G3
Q16531	Q14315
P40939	Q8TCJ2
P04844	Q99805
P06576	P21281
P12235	P61247
Q9H9B4	Q15388
P60900	P50991
Q9HCE1	P21283
P13639	P12956
O75955	Q8TAT6
Q15287	P06702
Q969X5	P15313
P02792	O94842
Q8N983	P62269
P08670	O95619
P24928	P60866
P54105	Q15654
Q99613	P19338
P68104	Q92887
Q9UBQ0	Q96KR1
Q9NUL7	Q86TS9
Q14103	Q9UHD8
Q14203	Q9UHR5
Q16531	Q16864
Q14203	P30876
O43143	Q9Y5B9
P35637	Q14687
Q9Y281	Q15181
Q58FG0	P43121
Q5VT66	O96000
P33527	O15173
P55081	Q6NWY9
A6NK07	Q96PZ0
P33527	Q8IY67
P35659	P61513
P49006	Q8TCC3
P19022	Q13405
Q96A26	Q96TC7
P19022	O95758
P29558	Q96E11
Q96CS3	Q6NUK1
Q96BR5	O95104
P60981	Q9GZT3
Q9UBK7	Q01082
P45984	O00506
Q96BR5	O95425
Q9UBT2	O76070
O43852	Q9HC07
Q9BWF3	A5PLL7
Q15005	Q92544
Q96CS3	O96008
Q86V81	Q14669
Q15436	Q99614
Q8N5M4	O00762
Q8N5M4	Q96S82
Q01844	Q13488
Q9C0J8	Q969S3
Q07021	O96008
Q9UKK9	Q8IX90
O43181	Q5SRE5
Q9Y237	Q9P2E9
P62136	Q13641
Q9UK32	P19634
P15880	Q9Y487
P63172	P07947
O95400	Q04941
O60506	Q04941
Q9Y265	P21281
Q12905	P62995
P29558	Q9Y5M8
P50225	P49459
Q96T58	Q8WZ42
P20671	Q07020
Q14204	Q9C0C2
P05114	Q6PFW1
Q6I9Y2	P08670
Q14203	P25205
Q15050	P12270
Q9NZI7	P45974
Q9BYN8	Q2NL82
O75400	P04004
Q9NVA2	O96008
Q9BRA2	P61088
Q6UX04	Q13426
O75475	Q15050
Q16181	P26368
P33992	Q01081
P28066	P53992
P36915	P62244
P52272	Q9NQC3
P41252	P40222
P05161	Q5VUA4
Q6P1J9	P35269
O43819	Q9Y5M8
P34931	Q8IYS2
P56537	P46087
Q00325	Q6ZRP7
P32119	Q5UIP0
A2A3N6	Q9H299
O43819	P35270
Q96E11	Q9Y5M8
O43819	O15400
Q92783	Q6YHU6
P60903	Q6PI78
Q00839	Q9Y320
Q9Y3A5	Q8TAP9
Q15654	Q14166
Q9BTC0	Q01081
O43175	P26368
Q9UJT2	Q14694
A2A3N6	Q04323
Q9NX18	O94888
Q15654	Q9C0B0
Q7Z2W7	Q96JM3
Q92783	O75312
O00217	P49768
P28074	P08670
Q15067	Q9BVK6
Q9BWM7	P21796
O60664	Q3ZAQ7
Q9Y3A5	O96008
P15880	P62072
P60981	P07951
Q9NYV4	Q9UID3
P25786	Q6NZY4
O75955	Q9UBI6
Q12906	P62995
Q9Y262	P19338
Q8N108	Q9H4B7
O75955	Q02978
P04216	P11441
P61163	P43686
P60981	Q9NY27
P42892	P62854
P42892	P08865
P43246	Q13123
Q13404	Q16864
Q12906	P62851
Q8IVS2	Q9Y3D3
Q92499	P15927
P49411	Q9NP81
Q96P70	P55209
P54105	P09382
P61978	P10253
P30520	P13489
P04632	Q6UVK1
Q9UMX5	P07919
Q9H2M9	Q5T8P6
Q9BTC0	Q02543
P54725	Q01130
O43390	Q9UQ90
A2A3N6	P49903
Q5SSJ5	O15260
P54725	Q9Y6A5
P43686	P68363
P49368	Q92526
P55809	A5PLL7
Q15293	Q6ZVM7
Q9NVG8	Q9GZL7
P47985	Q8N9F8
O14578	Q9Y5V0
Q12906	P52815
Q969X5	Q9Y241
P52597	Q9H8H0
O00461	Q99757
Q14315	Q13242
