PPI,ClusterSize,ClusterScore
CD4__Tcells,591,0.164645749911
CD4__Tcells,380,-0.00550902771973
CD4__Tcells,554,0.00372718244581
CD4__Tcells,624,0.0731798530214
CD4__Tcells,908,0.146420185257
CD4__Tcells,4,-0.0323374068964
CD4__Tcells,4,0.0
CD4__Tcells,268,0.152978273592
CD4__Tcells,258,0.20684023579
CD4__Tcells,9,0.386051793541
CD4__Tcells,4,0.742242248547
CD4__Tcells,4,0.636357391768
CD4__Tcells,9,-0.114159413129
CD4__Tcells,6,-0.134294776007
CD4__Tcells,4,0.0
CD4__Tcells,4,0.138261760129
CD4__Tcells,5,-0.130988839138
CD4__Tcells,6,-0.265575850309
CD4__Tcells,7,0.0262804948203
CD4__Tcells,9,0.0442634760337
CD56__NKCells,3949,0.104828068307
CD56__NKCells,697,0.175149210661
CD56__NKCells,101,0.281300077936
CD56__NKCells,109,0.237430514877
CD56__NKCells,868,0.150489169092
CD56__NKCells,1475,0.0992060711919
CD56__NKCells,812,0.0654716332113
CD56__NKCells,319,0.0025920793288
CD56__NKCells,1079,0.115722949216
CD56__NKCells,1087,0.136490471101
CD56__NKCells,838,0.0180424044826
CD56__NKCells,593,0.0695255697152
CD56__NKCells,4,-0.0323374068964
CD56__NKCells,4,0.0
CD56__NKCells,418,0.117863466312
CD56__NKCells,270,0.168716768892
CD56__NKCells,15,0.0834903282743
CD56__NKCells,4,0.636357391768
CD56__NKCells,9,-0.114159413129
CD56__NKCells,6,-0.201668925393
CD56__NKCells,12,-0.0590776576238
CD56__NKCells,4,0.138261760129
CD56__NKCells,5,-0.130988839138
CD56__NKCells,6,-0.265575850309
CD56__NKCells,5,-0.0310263485668
CD56__NKCells,7,0.0262804948203
CD56__NKCells,9,0.0442634760337
CD71__EarlyErythroid,2258,0.116441020038
CD71__EarlyErythroid,813,0.177988269583
CD71__EarlyErythroid,687,0.0676634428271
CD71__EarlyErythroid,620,0.155285936383
CD71__EarlyErythroid,1576,0.1014648466
CD71__EarlyErythroid,1071,0.126771331353
CD71__EarlyErythroid,2874,0.106987272681
CD71__EarlyErythroid,866,0.12400256354
CD71__EarlyErythroid,558,0.0252246234623
CD71__EarlyErythroid,339,-0.000426964901591
CD71__EarlyErythroid,502,-0.00343058327801
CD71__EarlyErythroid,34,0.245019212483
CD71__EarlyErythroid,4,-0.0323374068964
CD71__EarlyErythroid,4,0.0
CD71__EarlyErythroid,190,0.185510574831
CD71__EarlyErythroid,267,0.165471639672
CD71__EarlyErythroid,4,0.636357391768
CD71__EarlyErythroid,9,-0.114159413129
CD71__EarlyErythroid,4,0.0
CD71__EarlyErythroid,4,0.138261760129
CD71__EarlyErythroid,5,-0.130988839138
CD71__EarlyErythroid,6,-0.265575850309
CD71__EarlyErythroid,7,0.0262804948203
CD71__EarlyErythroid,9,0.0442634760337
CD8__Tcells,2059,0.120696046911
CD8__Tcells,810,0.185861238373
CD8__Tcells,98,0.24764399377
CD8__Tcells,856,0.0265744943697
CD8__Tcells,1012,0.0747581841329
CD8__Tcells,1086,0.122994843842
CD8__Tcells,720,0.153532083551
CD8__Tcells,1480,0.0968993208723
CD8__Tcells,2892,0.107575067647
CD8__Tcells,395,-0.00425115385859
CD8__Tcells,606,0.0743624872763
CD8__Tcells,4,0.0
CD8__Tcells,374,0.125109749448
CD8__Tcells,267,0.165471639672
CD8__Tcells,4,0.742242248547
CD8__Tcells,4,0.636357391768
CD8__Tcells,9,-0.114159413129
CD8__Tcells,4,0.0
CD8__Tcells,4,0.138261760129
CD8__Tcells,5,-0.130988839138
CD8__Tcells,6,-0.265575850309
CD8__Tcells,7,0.0262804948203
CD8__Tcells,9,0.0442634760337
CardiacMyocytes,2956,0.120297312027
CardiacMyocytes,692,0.169153500494
CardiacMyocytes,1855,0.0351386233022
CardiacMyocytes,1410,0.106840131998
CardiacMyocytes,680,0.0827561021915
CardiacMyocytes,347,0.00947002614947
CardiacMyocytes,575,0.162729379063
CardiacMyocytes,73,0.140111773952
CardiacMyocytes,943,0.142476129585
CardiacMyocytes,604,0.0166965839039
CardiacMyocytes,641,0.0861884902973
CardiacMyocytes,1059,0.144677728861
CardiacMyocytes,4,-0.0323374068964
CardiacMyocytes,4,0.0
CardiacMyocytes,415,0.107832616868
CardiacMyocytes,266,0.180195367142
CardiacMyocytes,14,0.115634332439
CardiacMyocytes,107,0.230407444799
CardiacMyocytes,4,0.636357391768
